0	1
目薬 ある よ	画面 を 見 すぎ て 、 目 疲れ た
整体 行こ う	体 が 痛い
大丈夫 ？	骨折 し た
歯医者 行こ う	歯 が 痛い
トイレ 行こ う	お腹 痛い
きっと 見つかる よ	スマホ を 無くし た
コンセント を 貸し て くれる お 店 に 行こ う ！	スマホ の 充電 が 切れ た
近く の ATM に いこ う	改札 で お金 が ない こと に 気づい た
あれ ま	家 の 鍵 を なくし た
働こ う	お金 が ない
生活 リズム を 整えよ う	寝 て いる とき 以外 眠い
コイン ランドリー いい よ	天気 が 悪く て 洗濯 物 が たまる
すぐ に 洗え ば 大丈夫	ミート ソース を こぼし た
早め に 気づい て よかっ た	逆 向き の 電車 に 乗っ た
それ も いい 感じ	前髪 を 切り すぎ た
まずい	砂糖 と 塩 を 間違え た
急い で 準備 しよ う	旅行 の 日にち を 間違え た
大きな けが が なく て よかっ た	自転車 で 転ん だ
たくさん 食べ られる ね ＾ ＾	料理 を 作り すぎ た
わたし も だ よ ～ 一緒 に 勉強 しよ う	メイク が 上手 に でき ない
食べ たい とき に 食べれ ば いい ！	ダイエット を し たい の に 食べ て しまう
分かる ～	寒い から 布団 から 出 たく ない
仲間 みつけよ う	就活 やる気 で ない
美容 師 の 友達 探す	美容 院 お金 かかり すぎ …
焦ら ず いこ ～	彼氏 が でき ない ！
時間 決め て やる	ずっと ゲーム を し て しまう
YouTube 始め た ね	手越 くん 、 卒業 し ちゃっ た
頑張っ て よかっ た と 思える 日 が 必ず くる よ	受験 落ち た
4 回 まで は セーフ	提出 期限 間に合わ なかっ た
その 人 見る 目 ない ね	振ら れ た
天国 で 見 てる よ	ペット が 死ん だ
２ 週 目 見る か	アニメ 完結 し た
気 に する こと じゃ ない	友達 に 趣味 否定 さ れ た
気 に する こと じゃ ない	友達 に 悪口 言わ れ た
バスト アップ し た ん じゃ ない ？	太っ た
コロナ だ から しょうが ない	バイト に 落ち た
一 度 は 経験 する 道	車 擦っ た
ポトフ に 変更 しよ う	カレー 作ろ う と 思っ た のに ルー が なかっ た
来年 に なれ ば 忘れる よ	スタバ の 新作 終わっ た
そんな こと ない よー ！	自分 だけ 可愛く ない
予行 練習 し て 話す 前 に 深呼吸 しよ う	人前 で うまく 話せ ない
一緒 に 遊ぼ う	一生 彼氏 が でき ない
可愛く 拗ねよ う ！	彼氏 が 元 カノ と 仲良い
堂々 と し てれ ば 大丈夫	お 申し出 受け た
もうすぐ 冬休み くる よ	夏休み 終わっ た
皮膚 科 行こ う ！	ニキビ でき た
一緒 に オンライン で みよ う ！	ライブ 落選 し た
次 気 を つけよ う	仕事 で ミス を し た
他 店 に 食べ に 行こ う	近所 の ラーメン 屋 潰れ た
私 が いる じゃん	友達 できる か な
気楽 に 行こ う	来週 、 面接 だ
一緒 に 考えよ う	全然 、 わから ない
知ら ない 方 が いい こと も ある	浮気 さ れ てる かも
なる よう に なる ！	社会 で 生き て いける か な
下 に は 下 が いる よ ！	自分 に 自信 が 持て ない
選択肢 増やす ため に 勉強 しよ う	将来 の 夢 が ない
一緒 に やろ う	やる気 が 起き ない
周り の 人 に 頼ろ う	すぐ に 諦め て しまう
気楽 に 行こ う	ネガティブ に なっ て しまう
自分 を 信用 しよ う	人 を 信用 でき ない
一 個 くらい 大丈夫	単位 来 ない かも
なんとか なる よ	内定 もらえ ない
思っ てる 以上 に みんな 人 の こと 見 て ない よ	悪口 言わ れ てる かも
気 に する こと じゃ ない	いい ね が もらえ ない
妬ま れ てる ん だ よ	SNS で 悪口 を 書か れ た
今 人 より 頑張っ て あと で 楽しも う	楽し そう な 投稿 が うらやましい
私 も だ よ ！	誰 から も LINE 来 ない
通報 しよ う	勝手 に 写真 が 使わ れ た
風景 とか 載せ とけ	写真 写り 悪く て 載せ れる 写真 ない
私 が いる だろ	フォロワー 少な すぎ
代わり に やっ て あげる	返信 めんどくさい
聞き流そ う	八つ 当たり さ れ た
別 の お 店 に 行こ う	対応 が 悪い 店員 が い た
仲直り できる と いい ね	友達 と 喧嘩 し た
注意 しよ う	相手 が 遅刻 し て き た
かわいそう な 人 な ん だ よ	マウント とら れ た
今度 全額 奢っ て もらお う	予定 を ドタキャン さ れ た
一生 の 思い出 じゃん	好き な アイドル と 会え た
私 に も 紹介 し て ！	友達 が 増え た
最高 の 友達 だ ね	プレゼント を もらっ た
遊ん じゃお う	学校 が 休み に なっ た
超 かわいい	メイク が うまく いっ た
似合っ てる よ	新しい 服 買っ た
最高 じゃん ！	イケメン 見つけ た
自分 の 好き な こと できる ね	もうすぐ 休み
夜 の お 散歩 が できる よ	終電 を 逃し た
そんな 日 も ある	見 たかっ た ドラマ を 見逃し た
お うち かえって も 適度 な 温度 だ	エアコン を 消し 忘れ た
たくさん の こと を かんがえ てる ん だ ね	物忘れ が ひどい
次 は 間違え ない ね	提出 ミス を し た
次 食べる ご飯 は おいしい だろ う なあ	ご飯 を 食べ 忘れ た
消費 期限 じゃ なかっ たら まだ 食べ られる よ	賞味 期限 が 切れ て い た
乾け ば 元通り だ から 気 に する 必要 ない	水 溜り に 入っ た
逆 に 言え ば 運 が いい という こと	鳥 の フン が かかっ た
一 個 くらい なく て も 大丈夫	忘れ物 を し た
ケガ し ない よう に 気 を 付け て ね	ケータイ の 画面 を 割っ た
仲直り 出来 たら もっと 仲 が 良く なる よ	友達 と 喧嘩 し た
そんな とき も ある	親 と 喧嘩 し た
絆創膏 を 貼る と 痛み が 軽減 する よ	靴擦れ し た
あったかく し て ねよ う	風邪 かも
きっと いい こと が ある よ	タンス の 角 に 足 の 小指 を ぶつけ た
寝 て 起き たら すっきり する よ	画面 を 見 すぎ て 、 目 疲れ た
トーク で は もう すべら ない かも	滑っ て 転ん だ
痛い ねぇ	包丁 で 切っ て しまっ た
きっと いい 人 が 交番 に 届け て くれ て いる よ	スマホ を 無くし た
そんな 日 も ある よ	スマホ の 充電 が 切れ た
歩い て いけ ば お金 が 浮く よ	改札 で お金 が ない こと に 気づい た
いろんな ところ に お 散歩 いける よ	道 に 迷っ た
家 に ある もの で 試行 錯誤 し て みよ う	買い物 で 一 個 買い 忘れ た
お金 が 浮い た よ ！	お金 が 少し 足り ない
どん まい … もっと いい 結果 に できる よ	ゲーム を ぶっ ち し て しまっ た
すぐ に 洗え ば 落ちる よ	ミート ソース を こぼし た
新しい 駅 で 出会い が 見つかる かも ！	逆 向き の 電車 に 乗っ た
新しい 髪形 に チャレンジ だ	前髪 を 切り すぎ た
次 から は 間違え ない よう に 気 を 付け られる ね	砂糖 と 塩 を 間違え た
人 に 迷惑 を かけ て い ない だけ 良し と しよ う	何 も ない ところ で こけ た
次 は 注意 し て おこ う	連絡 ミス を し た
体調 は 天気 や 状況 で も 変わる から 仕方 が ない	体調 管理 を 失敗 し た
明日 は きっと うまく いく よ	メイク が 上手 に でき ない
いっぱい たべる きみ が すき	ダイエット を し たい の に 食べ て しまう
お 布団 は 最高 な ので 仕方 が ない	寒い から 布団 から 出 たく ない
リラックス できる 状況 を 作ろ う	寝 れ ない
おいしい から しかた ない	お菓子 が おいしく て やめ られ ない
いっぱい 寝 れ て えらい	朝 起き られ ない
打ち込める 趣味 を 見つけれ ば 集中 できる かも ？	集中 力 が ない
でも もう 見れ なく なっ た わけ で は ない よ	手越 くん 、 卒業 し ちゃっ た
神様 が ここ は よく ない って いっ てる ん だ よ	落ち た
次 は 気 を 付けれ ば だいじょうぶ	間に合わ なかっ た
新しい すき を 見つけ に 行こ う	好き な 俳優 が 引退 し た
でも 幸せ なら オッケー です	好き な 女優 が 結婚 し た
探し 物 は 探す の を やめ た とき に みつかる よ	大事 な もの を なくし た
ペーパー が なくなっ た こと に 気 づけ た の が えらい	トイレットペーパー を きらし た
たくさん の 人 が いる から 自分 に あう ひと も きっと いる よ	友達 できる か な
まだ あと 1 週間 ある から 準備 できる ね	来週 、 面接 だ
伸び し ろ が たくさん ！	全然 、 わから ない
まだ いろんな 道 を 選べる よ	将来 が みえ ない
色々 な こと に 興味 を 持っ て みよ う	やり たい こと が わから ない
自分 が 手 を 出せ そう に 思っ た ところ から とりあえず やっ て みよ う	勉強 に が て
チャレンジ し て よく ない こと は あまり ない から やっ て みる の が いい	やっ て み たい けど 勇気 が 出 ない
世界 が まだ あなた の 良 さ に 気づい て い ない だけ	いい ね が もらえ ない
あなた の 良 さ を 知ら ない その 人 は もったいない 人 だ	SNS で 悪口 を 書か れ た
それ より もっと いい 投稿 が あなた に は できる	楽し そう な 投稿 が うらやましい
ネット の 海 に 消える か ｒ あまり 気 に し なく て も 問題 ない	滑っ た コメント を し て しまっ た
いう ほど 一つ の 言葉 を 気 に する 人 は 多く ない	変 な こと を つぶやい て しまっ た かも しれ ない
あなた と は 相性 が 合わ なかっ た だけ	フォロワー に ブロック さ れ た
これから は 使わ ない よう に やさしく 注意 し て あげよ う	勝手 に 写真 が 使わ れ た
練習 し て いこ う	お隣 さん と うまく 話せ ない
話し て み たい と 思わ れ てる の かも しれ ない	近所 の 人 に 見 られ てる 気 が する
返し て あげれ ば 喜ん で もらえる かも	子供 が 挨拶 し て き て 困っ て しまっ た
もっと いい こと が きっと これから 起こる よ	財布 を 盗ま れ た
運 が 付い た と 思お う	床 に 落ち て た 犬 の フン を 踏ん で しまっ た
のんびり 余裕 を もっ て 移動 が でき た ね	目 の 前 で 乗り たい 電車 の ドア が 閉まっ た
これから 気 を 付け れれ ば 水道 ガス 代 も 報わ れる よ	お 風呂 の 栓 を せ ず に 沸かし て しまっ た
いろんな ご飯 の 硬 さ を 楽しも う	ご飯 を 炊く 時 の 水 の 分量 を 間違え た
火 が 通っ て なく て おなか を 壊す より いい と 思お う	火力 を ミス って 焦がし た
タクシー で 帰ろ う	終電 を 逃し た
誰 か が 録画 し てる かも しれ ない よ	見 たかっ た ドラマ を 見逃し た
今日 くらい 良い よ	エアコン を 消し 忘れ た
これから 取り に 行こ う	忘れ物 を し た
まだ 間に合う よ	振り込み 忘れ て た
今 から でも 間に合う かも しれ ない よ	予約 忘れ て た
消費 期限 じゃ ない し まだ 食べ れる よ	賞味 期限 が 切れ て い た
わ ー 冷た そう …	水 溜り に 入っ た
鳥 の バカー	鳥 の フン が かかっ た
大丈夫 ？	転ん だ
違う 人 が きっと 現れる よ	振ら れ た
また 稼げ ば 良い よ	お金 全部 使っ ちゃっ た
その 人 の 記憶 なくなれ ば 良い の に ね	恥ずかしい ところ を 見 られ た
痛い よ ね 絆創膏 あげる	靴擦れ し た
たくさん 休ん で ね	風邪 かも
一番 痛い やつ だ 〜	タンス の 角 に 足 の 小指 を ぶつけ た
目 温め て 寝よ う	画面 を 見 すぎ て 、 目 疲れ た
整骨 院 か 病院 通え ば お金 もらえる よ	車 に ぶつから れ た
ビタミン 剤 飲ん だら 治る よ	口内 炎 だ
痛い ね どこ に 挟ん だ の ？	指 挟ん だ
冷やそ う	火傷 し た
スマ ホ なら 探せ て すぐ 見つかり そう だ ね	スマホ を 無くし た
誰 か に 充電 貸し て もらお う	スマホ の 充電 が 切れ た
お母さん 呼ぼ う	改札 で お金 が ない こと に 気づい た
駅員 さん に 言え ば 大丈夫 だ よ	切符 を 無くし ちゃっ た
それだけ 残そ う	食べ られ ない もの が ある
いつも 通り 可愛い よ	今日 の 服 可愛く ない
聞い て みよ う	集合 時間 が わから ない
染み に なっ ちゃう 〜	ミート ソース を こぼし た
私 も よく やっ ちゃ うん だ あ	逆 向き の 電車 に 乗っ た
可愛い よ	前髪 を 切り すぎ た
甘く て も しょっぱく て も どっち も 良い ね	砂糖 と 塩 を 間違え た
人 に 聞い て みよ う	道 が わから なく なっ た
手 滑っ ちゃう よ ね	水 を こぼし た
あら 、 ドジ っ子 ちゃん 〜	部屋 番号 を 間違え た
焦ら ない で 丁寧 に やっ て み よ	メイク が 上手 に でき ない
私 も だ よ 辛い よ ね	ダイエット を し たい の に 食べ て しまう
お 布団 巻き 巻き で 歩い て み よ	寒い から 布団 から 出 たく ない
アラームガンガン に し て みよ う	朝 起き れ ない
お 布団 巻き 巻き で 歩い て み よ	弟 が 学校 に 行か なく なっ ちゃっ た
そう だ よ ね 怖い よ ね	最近 の 事件 の せい で 外 に 出る の が 怖い
最近 の 事件 の せい で 外 に 出る の が 怖い	お金 が ない
私 も 手越 ファン な ん だ 悲しい よ ね	手越 くん 、 卒業 し ちゃっ た
もっと 似合う ところ が ある よ	落ち た
大丈夫 ！	間に合わ なかっ た
きっと 治る よ	親戚 が 病気 に なっ た
